File Name,Mutation Count
jackson-module-kotlin-mutations.json,1062
Exposed-mutations.json,15189
kotless-mutations.json,3202
retroauth-mutations.json,550
javalin-mutations.json,6649
ktor-mutations.json,51093
detekt-mutations.json,14555
Kotson-mutations.json,426
pest-intellij-mutations.json,1282
neo4j-graphql-mutations.json,1730
Kotlin-mutations.json,1570
moshi-mutations.json,6694
config4k-mutations.json,200
